Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP1784,Sales,42,99149,14,59,84,Yes
EMP1785,Finance,58,91383,1,37,57,No
EMP1786,HR,21,77281,8,56,85,Yes
EMP1787,IT,49,119684,6,39,85,No
EMP1788,Marketing,29,106143,20,42,78,No
EMP1789,Finance,25,101195,9,60,61,No
EMP1790,Sales,49,94861,10,60,71,No
EMP1791,Marketing,36,100848,17,58,72,Yes
EMP1792,Operations,47,103133,20,45,93,Yes
EMP1793,IT,54,113601,8,39,74,No
EMP1794,IT,23,111913,8,52,66,No
EMP1795,R&D,28,120487,1,45,79,No
EMP1796,Finance,24,100890,9,57,66,No
EMP1797,HR,45,84321,13,44,82,No
EMP1798,HR,40,78850,2,47,77,No
EMP1799,HR,59,90192,11,59,79,No
EMP1800,HR,42,98284,20,43,66,No
EMP1801,HR,27,98309,18,42,100,No
EMP1802,R&D,48,137211,19,53,66,No
EMP1803,Marketing,31,90660,13,44,74,No
EMP1804,Marketing,38,79687,3,37,47,No
EMP1805,Operations,57,91500,13,31,66,No
EMP1806,HR,28,83276,10,48,67,No
EMP1807,Marketing,32,92206,15,44,76,No
EMP1808,R&D,56,117609,7,43,75,No
EMP1809,Finance,38,109495,20,47,73,Yes
EMP1810,Marketing,37,97576,16,34,79,No
EMP1811,IT,60,112563,2,37,77,No
EMP1812,R&D,58,131217,11,31,77,No
EMP1813,HR,37,75989,9,30,64,No
EMP1814,HR,59,66938,8,41,53,Yes
EMP1815,R&D,28,134734,17,32,75,No
EMP1816,Support,25,85188,14,58,85,Yes
EMP1817,Operations,59,97539,12,40,100,No
EMP1818,Marketing,60,79084,1,35,71,Yes
EMP1819,IT,58,101868,1,33,58,No
EMP1820,Operations,34,88496,13,56,61,Yes
EMP1821,IT,45,113929,3,60,99,Yes
EMP1822,Support,55,83993,4,57,88,Yes
EMP1823,HR,59,82310,16,51,62,Yes
EMP1824,Marketing,36,98840,11,37,73,No
EMP1825,Operations,35,89849,15,40,74,No
EMP1826,Support,44,70932,3,41,69,No
EMP1827,Operations,51,97378,20,37,63,No
EMP1828,IT,55,123797,8,54,78,No
EMP1829,IT,59,109335,9,55,72,No
EMP1830,IT,57,135391,16,50,85,No
EMP1831,IT,50,110636,1,35,81,No
EMP1832,R&D,27,116908,5,57,81,No
EMP1833,HR,31,67958,3,34,60,No
EMP1834,Operations,29,92274,13,52,73,Yes
EMP1835,Marketing,28,97823,11,58,79,No
EMP1836,HR,25,81504,12,60,65,No
EMP1837,R&D,48,120805,10,54,68,No
EMP1838,Finance,30,94166,1,48,75,No
EMP1839,R&D,45,128826,11,44,83,No
EMP1840,Finance,35,106788,10,45,92,Yes
EMP1841,Support,39,74396,11,42,71,Yes
EMP1842,Sales,48,110173,17,38,81,No
EMP1843,Operations,27,92373,12,39,80,No
EMP1844,IT,39,124194,9,49,83,Yes
EMP1845,Sales,38,98717,5,33,81,Yes
EMP1846,HR,55,95747,18,55,97,Yes
EMP1847,HR,44,88544,7,39,89,Yes
EMP1848,IT,50,109945,10,59,69,No
EMP1849,Finance,49,103912,14,45,73,No
EMP1850,Finance,43,107897,3,53,98,Yes
EMP1851,Finance,41,100050,6,46,68,No
EMP1852,Finance,41,91145,2,43,86,No
EMP1853,Operations,33,108201,18,51,83,Yes
EMP1854,HR,36,70163,5,48,60,No
EMP1855,Sales,33,105268,9,45,87,Yes
EMP1856,IT,33,116259,3,60,92,No
EMP1857,Sales,21,100732,14,32,58,Yes
EMP1858,Support,37,94588,20,42,75,No
EMP1859,Operations,51,110473,17,51,98,Yes
EMP1860,Marketing,52,100322,16,55,68,No
EMP1861,Operations,55,103282,16,39,79,No
EMP1862,Marketing,47,96353,15,40,78,No
EMP1863,Finance,32,111619,15,60,72,Yes
EMP1864,IT,51,125950,16,49,80,No
EMP1865,HR,39,82501,9,46,80,Yes
EMP1866,Operations,37,95562,11,43,97,No
EMP1867,Support,46,79187,9,59,88,Yes
EMP1868,HR,40,86275,15,43,79,No
EMP1869,IT,55,109348,7,54,54,No
EMP1870,IT,59,128069,18,30,54,No
EMP1871,Support,26,69939,11,59,62,No
EMP1872,Sales,44,108022,18,36,91,No
EMP1873,Support,35,81123,10,55,81,Yes
EMP1874,Sales,21,84128,2,57,84,No
EMP1875,Finance,53,101339,13,55,68,Yes
EMP1876,Sales,23,91075,9,53,75,No
EMP1877,Support,46,67291,5,56,74,Yes
EMP1878,Support,22,71552,1,53,65,No
EMP1879,IT,27,128828,19,55,57,Yes
EMP1880,Operations,48,93933,17,53,89,Yes
EMP1881,R&D,33,124469,4,38,90,Yes
EMP1882,Finance,35,103213,14,47,71,No
EMP1883,Sales,45,90196,1,45,70,No
EMP1884,Finance,49,98327,8,48,45,Yes
EMP1885,Sales,49,92496,12,45,59,No
EMP1886,Finance,27,105802,18,35,68,No
EMP1887,R&D,58,129108,8,32,85,No
EMP1888,Sales,24,108397,16,38,87,Yes
EMP1889,Operations,30,82477,2,40,68,Yes
EMP1890,Sales,56,100038,16,47,59,Yes
EMP1891,Sales,41,102768,15,52,59,No
EMP1892,Finance,27,101669,14,52,76,Yes
EMP1893,HR,31,99649,17,53,80,No
EMP1894,HR,48,94459,16,35,80,No
EMP1895,R&D,29,133834,18,43,66,No
EMP1896,Marketing,54,102774,11,49,80,No
EMP1897,IT,30,122697,10,46,66,No
EMP1898,Marketing,51,99588,15,36,55,No
EMP1899,IT,31,125470,17,52,75,Yes
EMP1900,R&D,25,120242,1,39,73,No
EMP1901,Finance,55,115539,15,40,88,Yes
EMP1902,Operations,56,91302,8,41,84,Yes
EMP1903,Sales,38,105699,10,56,85,Yes
EMP1904,Support,37,89911,18,47,68,No
EMP1905,Finance,58,92857,5,33,73,No
EMP1906,IT,54,130101,19,50,65,No
EMP1907,Marketing,60,99496,16,36,85,Yes
EMP1908,IT,30,126079,6,45,93,Yes
EMP1909,Finance,24,98378,5,46,79,No
EMP1910,Finance,36,106831,18,42,63,No
EMP1911,R&D,43,129471,10,56,60,No
EMP1912,Sales,31,90341,9,52,72,No
EMP1913,R&D,52,136033,9,51,93,Yes
EMP1914,HR,44,98177,15,54,92,Yes
EMP1915,Support,34,94029,20,47,94,Yes
EMP1916,IT,21,105914,7,44,56,No
EMP1917,HR,58,82557,10,40,84,No
EMP1918,HR,59,86754,9,31,81,Yes
EMP1919,R&D,46,110537,2,52,72,No
EMP1920,HR,51,91196,20,50,65,No
EMP1921,R&D,55,120536,4,31,63,No
EMP1922,IT,29,119715,3,43,87,No
EMP1923,HR,49,83818,2,40,87,Yes
EMP1924,HR,42,90871,11,58,83,Yes
EMP1925,Operations,54,77939,1,60,68,No
EMP1926,Finance,33,111743,17,34,64,Yes
EMP1927,IT,49,102105,2,38,60,No
EMP1928,HR,40,75595,9,47,63,Yes
EMP1929,R&D,57,128290,3,48,79,Yes
EMP1930,Finance,32,105666,11,48,72,No
EMP1931,IT,21,117116,7,50,71,No
EMP1932,Marketing,33,81173,5,39,78,No
EMP1933,Marketing,32,93535,9,34,63,No
EMP1934,Sales,32,99928,10,38,70,No
EMP1935,Finance,52,101319,12,48,61,No
EMP1936,IT,23,128851,19,42,90,Yes
EMP1937,Sales,48,98498,12,50,82,Yes
EMP1938,Marketing,26,90102,17,54,55,Yes
EMP1939,R&D,37,118254,2,59,88,Yes
EMP1940,R&D,58,134536,11,41,86,Yes
EMP1941,HR,41,64700,4,50,58,No
EMP1942,Operations,42,95011,4,35,95,Yes
EMP1943,IT,50,129952,18,35,75,No
EMP1944,Support,46,78890,16,56,62,Yes
EMP1945,Operations,59,95605,11,45,70,No
EMP1946,Sales,53,86527,4,43,65,No
EMP1947,Support,58,66175,1,35,47,No
EMP1948,Sales,57,94069,5,34,72,No
EMP1949,HR,26,83465,10,55,77,No
EMP1950,R&D,21,121016,5,36,53,No
EMP1951,Marketing,26,95114,6,37,83,Yes
EMP1952,Operations,21,89247,16,35,64,Yes
EMP1953,Support,34,79927,16,51,65,No
EMP1954,Finance,45,104901,5,40,84,No
EMP1955,Support,41,77830,10,56,63,No
EMP1956,Finance,43,106881,16,51,53,No
EMP1957,HR,35,93168,20,35,76,No
EMP1958,HR,60,89573,20,54,63,No
EMP1959,Sales,29,102121,16,36,84,Yes
EMP1960,IT,48,110046,5,39,77,No
EMP1961,R&D,23,128024,9,60,82,No
EMP1962,Finance,50,97040,3,41,72,No
EMP1963,Support,21,81844,6,40,84,Yes
EMP1964,R&D,46,129443,14,54,85,Yes
EMP1965,Marketing,28,104758,20,55,79,No
EMP1966,Operations,55,90969,12,33,62,No
EMP1967,Support,55,79973,13,57,71,No
EMP1968,Marketing,33,101268,17,56,68,No
EMP1969,R&D,48,117971,2,44,73,No
EMP1970,HR,59,86374,12,38,80,No
EMP1971,Marketing,22,96537,18,38,79,No
EMP1972,Marketing,23,106603,20,33,85,No
EMP1973,Support,36,67369,6,32,68,No
EMP1974,Support,38,85238,12,44,73,No
EMP1975,R&D,23,121958,3,40,70,No
EMP1976,Finance,45,106340,17,53,79,Yes
EMP1977,Marketing,48,103472,13,30,83,No
EMP1978,Finance,48,97489,4,55,93,No
EMP1979,Marketing,60,108490,17,47,80,Yes
EMP1980,R&D,34,134486,14,38,67,No
EMP1981,IT,38,125469,17,51,86,Yes
EMP1982,Marketing,21,91406,14,36,78,No
EMP1983,IT,38,104812,9,44,48,Yes
EMP1984,Sales,22,85494,11,37,55,No
EMP1985,R&D,58,128292,14,50,62,No
EMP1986,HR,42,78974,11,40,66,No
EMP1987,IT,50,121040,16,36,67,No
EMP1988,HR,57,74121,3,50,73,No
EMP1989,Operations,26,85281,7,53,86,No
EMP1990,R&D,50,118987,1,34,73,No
EMP1991,Operations,57,101697,14,43,77,No
EMP1992,R&D,36,132307,13,59,74,Yes
EMP1993,Finance,27,103940,13,36,76,Yes
EMP1994,IT,46,127367,18,43,80,No
EMP1995,Support,59,82632,9,40,77,No
EMP1996,Operations,53,90325,18,47,58,Yes
EMP1997,Support,52,95487,15,39,81,No
EMP1998,Support,39,70846,1,47,63,No
EMP1999,R&D,32,116052,4,42,64,No
EMP2000,HR,60,80389,8,34,68,No
EMP2001,Finance,59,114991,19,53,72,Yes
EMP2002,R&D,26,135172,12,30,76,No
EMP2003,Support,56,91300,17,57,84,Yes
EMP2004,Sales,32,117528,16,59,99,No
EMP2005,Operations,29,89905,10,32,81,Yes
EMP2006,R&D,36,121545,6,44,69,No
EMP2007,Operations,31,89765,8,44,74,Yes
EMP2008,Support,54,84013,16,57,70,Yes
EMP2009,Support,37,89201,18,33,71,No
EMP2010,R&D,51,117998,2,39,58,No
EMP2011,HR,44,91309,13,52,90,Yes
EMP2012,Finance,27,90750,5,57,67,No
EMP2013,Finance,31,100232,12,43,71,No
EMP2014,Sales,37,91469,4,40,69,No
EMP2015,R&D,52,124785,8,54,74,No
EMP2016,R&D,37,144289,19,38,85,Yes
EMP2017,IT,30,136283,17,39,99,Yes
EMP2018,Marketing,40,92235,6,48,79,No
EMP2019,R&D,39,124902,5,53,77,No
EMP2020,Support,37,81691,8,30,69,No
EMP2021,Marketing,30,107563,19,30,73,No
EMP2022,Support,51,93691,20,58,94,No
EMP2023,IT,58,129622,17,40,63,No
EMP2024,IT,54,124679,16,35,73,No
EMP2025,HR,25,79609,11,37,71,No
EMP2026,Finance,33,107625,12,45,82,No
EMP2027,HR,54,81128,8,53,80,No
EMP2028,Operations,53,86515,3,38,91,No
EMP2029,Finance,24,111162,15,48,66,No
EMP2030,Sales,35,96209,15,35,73,No
EMP2031,Marketing,56,98731,9,32,74,Yes
EMP2032,IT,54,106653,10,31,55,No
EMP2033,R&D,50,126693,4,47,77,No
EMP2034,Sales,51,83366,4,44,72,No
EMP2035,Finance,55,103057,19,36,66,No
EMP2036,Finance,49,102751,7,48,69,No
EMP2037,R&D,21,126590,9,54,67,Yes
EMP2038,R&D,53,132572,10,60,80,No
EMP2039,Sales,42,92759,9,51,65,Yes
EMP2040,IT,52,112686,1,40,71,No
EMP2041,R&D,52,124291,6,35,86,Yes
EMP2042,R&D,42,134592,18,56,80,Yes
EMP2043,Finance,35,96490,7,39,64,No
EMP2044,Marketing,60,92308,7,48,74,Yes
EMP2045,IT,33,125755,13,55,78,Yes
EMP2046,R&D,59,139052,14,54,81,Yes
EMP2047,Marketing,51,93148,10,41,81,No
EMP2048,Operations,49,92278,10,43,83,Yes
EMP2049,Support,21,92545,13,31,85,Yes
EMP2050,R&D,38,119939,1,56,72,Yes
EMP2051,Marketing,39,89486,12,30,65,No
EMP2052,Sales,34,116110,20,46,94,No
EMP2053,Finance,25,102217,8,35,68,No
EMP2054,HR,45,91239,16,37,87,No
EMP2055,Support,24,68653,4,31,68,No
EMP2056,Marketing,28,104081,16,34,67,No
EMP2057,Operations,47,79276,5,57,80,No
EMP2058,R&D,36,133205,11,48,83,No
EMP2059,Marketing,56,105950,17,56,74,No
EMP2060,Operations,44,101443,15,53,77,Yes
EMP2061,Operations,50,91666,8,44,69,No
EMP2062,Marketing,59,78502,1,34,81,No
EMP2063,Support,46,99308,16,55,89,No
EMP2064,Operations,22,92975,19,43,79,No
EMP2065,Operations,55,93882,16,39,59,Yes
EMP2066,Finance,56,87842,4,47,67,No
EMP2067,Finance,57,100697,15,49,70,No
EMP2068,Support,38,90371,15,44,68,No
EMP2069,IT,42,108046,3,35,68,No
EMP2070,Support,22,77513,13,48,66,Yes
EMP2071,Support,22,74067,1,37,71,No
EMP2072,Operations,55,99251,15,50,81,Yes
EMP2073,Operations,57,77575,5,36,76,No
EMP2074,HR,29,97341,18,41,66,Yes
EMP2075,Operations,35,79341,7,36,70,No
EMP2076,Sales,43,97679,1,34,86,No
EMP2077,R&D,28,129322,13,30,56,Yes
EMP2078,HR,49,86604,15,42,81,Yes
EMP2079,Support,58,79424,4,32,89,No
EMP2080,Finance,31,106012,7,33,72,No
EMP2081,Operations,41,93705,14,36,76,No
EMP2082,Marketing,53,87286,4,60,80,Yes
EMP2083,Support,47,93794,13,60,82,Yes
EMP2084,Finance,48,103588,10,37,66,Yes
EMP2085,Support,51,82451,1,60,93,Yes
EMP2086,IT,36,103851,6,48,70,Yes
EMP2087,IT,29,126137,16,54,90,No
EMP2088,Marketing,44,111788,20,43,78,Yes
EMP2089,IT,32,133805,17,60,87,Yes
EMP2090,Finance,31,93743,1,45,92,Yes
EMP2091,Operations,37,93416,20,40,77,No
EMP2092,HR,30,88888,14,31,75,No
EMP2093,IT,31,108179,4,30,70,No
EMP2094,Finance,51,117377,15,43,81,No
EMP2095,R&D,29,137492,20,55,68,No
EMP2096,Marketing,29,92497,11,51,67,No
EMP2097,Finance,51,106961,16,53,82,Yes
EMP2098,IT,30,104296,8,51,61,No
EMP2099,Support,39,96210,20,33,75,No
EMP2100,Operations,50,102668,19,46,84,Yes
EMP2101,Marketing,29,96765,11,43,70,No
EMP2102,HR,45,70292,2,55,79,No
EMP2103,HR,30,71284,2,56,76,Yes
EMP2104,R&D,51,130500,12,36,68,No
EMP2105,Support,49,66730,7,44,64,No
EMP2106,Operations,42,77186,6,38,64,No
EMP2107,R&D,56,145405,15,51,94,Yes
EMP2108,Finance,44,105016,14,50,88,No
EMP2109,IT,27,120226,8,44,77,No
EMP2110,Operations,40,93215,15,43,69,No
EMP2111,Finance,53,102320,6,42,85,Yes
EMP2112,Sales,22,90799,7,53,52,No
EMP2113,IT,57,132388,17,46,89,Yes
EMP2114,IT,44,117997,6,33,79,No
EMP2115,Sales,30,107362,18,60,87,Yes
EMP2116,Support,39,82998,13,58,71,No
EMP2117,R&D,50,121976,11,34,73,No
EMP2118,Marketing,34,109466,20,49,65,Yes
EMP2119,Support,29,82271,5,45,83,No
EMP2120,Sales,46,85665,6,50,56,No
EMP2121,Sales,36,96350,12,32,79,No
EMP2122,Finance,58,105264,5,36,100,Yes
EMP2123,Marketing,41,78581,1,50,82,No
EMP2124,R&D,35,141821,15,39,81,Yes
EMP2125,R&D,30,126193,3,58,100,No
EMP2126,HR,45,82921,9,33,71,No
EMP2127,IT,52,120139,10,37,69,No
EMP2128,Operations,36,98594,16,56,74,No
EMP2129,Support,24,77750,4,57,77,No
EMP2130,Marketing,53,89327,11,43,52,No
EMP2131,Operations,26,77647,1,33,71,No
EMP2132,Support,38,73687,4,54,61,No
EMP2133,Support,59,94007,17,57,85,Yes
EMP2134,Finance,57,101788,4,33,69,No
EMP2135,Operations,58,95353,20,43,82,Yes
EMP2136,R&D,50,133314,19,57,57,Yes
EMP2137,Support,48,75898,1,36,72,No
EMP2138,Marketing,47,81231,1,53,73,No
EMP2139,Marketing,43,97757,12,41,83,No
EMP2140,Operations,50,91353,9,54,73,Yes
EMP2141,Operations,46,99835,12,54,84,Yes
EMP2142,Operations,60,95341,18,53,53,No
EMP2143,Sales,41,98302,10,33,79,No
EMP2144,R&D,32,127136,13,36,72,No
EMP2145,R&D,43,120208,11,55,64,No
EMP2146,Operations,22,83982,4,36,79,No
EMP2147,Marketing,56,92854,18,35,60,Yes
EMP2148,Support,37,75673,5,52,86,Yes
EMP2149,Support,29,94059,13,33,86,No
EMP2150,Marketing,60,95405,19,32,58,No
EMP2151,R&D,23,125631,8,47,96,Yes
EMP2152,Sales,36,107215,8,44,100,No
EMP2153,IT,21,126217,10,37,98,No
EMP2154,Support,56,82899,18,48,69,No
EMP2155,Support,57,81113,13,53,73,No
EMP2156,Marketing,48,109746,12,41,96,No
EMP2157,Sales,41,110720,18,41,91,No
EMP2158,Sales,55,105433,19,34,83,No
EMP2159,R&D,55,134998,11,33,80,No
EMP2160,Sales,50,97157,9,48,59,Yes
EMP2161,R&D,52,140162,19,43,100,Yes
EMP2162,HR,43,99272,16,57,90,Yes
EMP2163,Operations,25,79151,9,48,74,No
EMP2164,R&D,48,126525,5,42,100,No
EMP2165,Marketing,55,94272,10,40,77,No
EMP2166,IT,55,142535,19,40,96,Yes
EMP2167,HR,43,87092,19,33,75,No
EMP2168,IT,33,118776,8,49,70,No
EMP2169,IT,32,110836,1,50,92,Yes
EMP2170,Support,57,79377,13,55,66,No
EMP2171,R&D,29,136187,11,35,84,Yes
EMP2172,Marketing,52,83218,3,35,81,Yes
EMP2173,Sales,43,83973,3,40,69,Yes
EMP2174,HR,56,72113,2,51,76,Yes
EMP2175,HR,54,75807,1,30,70,No
EMP2176,Operations,25,89028,6,36,84,No
EMP2177,IT,55,114084,7,41,89,No
EMP2178,IT,49,111388,6,46,85,No
EMP2179,R&D,22,153303,20,31,98,No
EMP2180,Marketing,39,85740,4,41,65,No
EMP2181,IT,27,120973,16,36,42,No
EMP2182,R&D,56,122088,13,55,49,No
EMP2183,Finance,42,107540,8,41,94,Yes
EMP2184,Support,23,97717,12,31,98,No
EMP2185,R&D,58,112001,4,57,57,No
EMP2186,Support,55,72848,7,39,72,No
EMP2187,Sales,39,93690,14,42,70,No
EMP2188,Operations,56,94170,16,49,76,Yes
EMP2189,Marketing,24,107431,17,56,100,No
EMP2190,IT,41,103558,2,47,82,Yes
EMP2191,Marketing,45,96223,7,41,78,No
EMP2192,Support,53,83221,17,57,74,No
EMP2193,HR,34,88122,4,44,99,Yes
EMP2194,Sales,52,94342,7,48,67,No
EMP2195,HR,45,67877,7,58,64,No
EMP2196,Operations,32,78491,13,56,49,Yes
EMP2197,Support,23,65580,5,34,61,No
EMP2198,Support,57,84155,10,36,65,No
EMP2199,Marketing,47,90005,1,43,80,No
EMP2200,R&D,37,138665,20,30,64,No
EMP2201,HR,49,70424,5,51,73,Yes
EMP2202,R&D,25,119063,6,47,70,Yes
EMP2203,Marketing,46,87434,10,47,69,Yes
EMP2204,Finance,46,100767,7,60,97,No
EMP2205,R&D,33,120591,5,46,88,Yes
EMP2206,HR,45,82593,6,32,74,No
EMP2207,Finance,36,102392,14,49,61,No
EMP2208,HR,53,79997,7,54,89,No
EMP2209,HR,57,73109,1,60,88,No
EMP2210,Operations,50,93853,7,58,94,Yes
EMP2211,Support,30,77884,10,46,82,Yes
EMP2212,R&D,22,140768,15,32,77,Yes
EMP2213,Marketing,56,78424,6,34,64,No
EMP2214,Support,54,90584,18,30,71,No
EMP2215,Operations,44,75646,2,34,89,Yes
EMP2216,HR,45,96241,19,33,64,Yes
EMP2217,HR,57,100355,18,32,97,No
EMP2218,Support,39,92317,20,42,77,No
EMP2219,Sales,52,102354,20,38,54,No
EMP2220,IT,50,134500,18,58,100,Yes
EMP2221,Marketing,32,91993,13,38,83,Yes
EMP2222,Marketing,30,79573,2,44,67,No
EMP2223,Sales,46,88798,5,56,69,No
EMP2224,Support,50,91753,15,44,69,No
EMP2225,Operations,42,79223,11,51,59,Yes
EMP2226,Sales,57,104813,7,60,86,No
EMP2227,Operations,50,100751,18,57,76,Yes
EMP2228,Support,30,83793,16,33,62,No
EMP2229,Marketing,60,105680,14,31,78,Yes
EMP2230,Support,54,96003,14,35,85,Yes
EMP2231,Sales,45,117801,19,51,91,Yes
EMP2232,IT,46,142920,19,55,100,Yes
EMP2233,Support,41,94907,15,37,79,No
EMP2234,HR,27,65451,3,32,70,Yes
EMP2235,HR,42,82532,3,40,85,Yes
EMP2236,Sales,40,90311,3,41,70,No
EMP2237,R&D,51,135995,11,52,79,No
EMP2238,IT,31,126921,14,33,84,No
EMP2239,Support,31,81907,18,47,62,No
EMP2240,Sales,28,86639,5,59,61,Yes
EMP2241,HR,29,77076,13,45,69,No
EMP2242,Operations,49,95779,19,48,80,No
EMP2243,HR,52,109324,19,41,100,Yes
EMP2244,IT,29,124948,20,39,51,No
EMP2245,IT,28,117188,7,60,68,No
EMP2246,Finance,43,112555,20,55,67,Yes
EMP2247,Support,31,82826,12,57,74,No
EMP2248,HR,52,84084,11,58,89,Yes
EMP2249,Sales,40,97020,9,44,85,No
EMP2250,R&D,26,121614,11,47,74,Yes
EMP2251,HR,57,63676,1,39,55,No
EMP2252,Marketing,45,105558,11,41,92,No
EMP2253,Support,47,88450,11,34,92,Yes
EMP2254,Marketing,38,81770,3,59,68,No
EMP2255,Finance,41,122459,17,58,91,No
EMP2256,Sales,25,91414,6,41,89,Yes
EMP2257,Sales,26,86039,3,30,71,No
EMP2258,Finance,30,114871,19,50,55,No
EMP2259,R&D,42,120868,4,49,88,No
EMP2260,Finance,32,106637,3,52,87,Yes
EMP2261,Support,35,77847,7,31,72,No
EMP2262,R&D,33,134821,16,49,63,Yes
EMP2263,Marketing,58,78531,2,44,75,No
EMP2264,Marketing,30,111137,18,48,76,Yes
EMP2265,Finance,25,99230,7,35,86,Yes
EMP2266,Marketing,59,94595,14,46,58,Yes
EMP2267,Support,37,89240,12,53,75,No
EMP2268,Marketing,39,81809,6,32,76,Yes
EMP2269,Operations,24,105474,20,54,77,No
EMP2270,R&D,21,119736,3,40,70,No
EMP2271,Operations,59,78535,3,48,73,No
EMP2272,R&D,44,147657,16,39,97,Yes
EMP2273,Sales,35,112167,19,35,85,No
EMP2274,Operations,46,101680,15,57,77,No
EMP2275,IT,30,134814,13,43,98,Yes
EMP2276,IT,46,116966,12,30,67,No
EMP2277,IT,30,128160,19,60,77,No
EMP2278,Marketing,42,91198,7,30,79,No
EMP2279,Marketing,56,94327,9,37,81,Yes
EMP2280,IT,52,121652,2,41,90,Yes
EMP2281,Operations,51,103497,20,39,84,No
EMP2282,Support,52,70346,1,60,86,No
EMP2283,Operations,40,96377,20,43,62,Yes
EMP2284,Operations,29,94699,12,48,64,No
EMP2285,HR,49,88926,12,43,75,No
EMP2286,Operations,51,93382,9,47,100,No
EMP2287,Operations,33,87361,5,60,67,No
EMP2288,Sales,36,110396,16,48,90,No
EMP2289,Operations,53,74382,4,42,75,No
EMP2290,R&D,59,120464,9,32,58,No
EMP2291,Sales,38,88990,5,41,77,No
EMP2292,HR,41,86418,12,56,71,No
EMP2293,IT,38,125836,11,45,91,Yes
EMP2294,Sales,59,106393,20,33,73,No
EMP2295,Sales,54,110129,17,39,75,No
EMP2296,HR,40,80260,9,36,86,Yes
EMP2297,HR,47,60168,3,41,49,No
EMP2298,Support,56,76476,6,49,80,No
EMP2299,Finance,38,107665,15,38,80,Yes
EMP2300,IT,41,105558,1,33,90,No
EMP2301,R&D,44,116417,5,40,80,No
EMP2302,Operations,46,81644,6,40,64,No
EMP2303,HR,39,84833,11,48,75,Yes
EMP2304,IT,52,101562,3,59,71,Yes
EMP2305,Finance,54,95653,6,60,73,No
EMP2306,Operations,26,95251,14,40,69,Yes
EMP2307,Support,55,67380,2,46,56,Yes
EMP2308,Finance,34,106638,15,35,85,No
EMP2309,Marketing,35,80209,8,31,65,No
EMP2310,Sales,51,79688,2,31,62,No
EMP2311,IT,29,126481,17,40,66,No
EMP2312,Marketing,52,92460,1,51,93,No
EMP2313,Finance,23,102502,7,48,83,Yes
EMP2314,Finance,58,112722,12,46,76,No
EMP2315,Support,34,82053,5,47,91,Yes
EMP2316,Operations,53,97527,13,35,75,Yes
EMP2317,Marketing,42,95457,7,40,84,Yes
EMP2318,HR,49,95122,20,60,67,No
EMP2319,Support,34,86620,6,33,95,No
EMP2320,Sales,33,115043,19,53,80,Yes
EMP2321,Sales,58,88065,10,41,58,No
EMP2322,Marketing,34,99777,17,30,78,Yes
EMP2323,IT,42,115863,7,45,86,Yes
EMP2324,Support,59,74105,6,59,71,No
EMP2325,Marketing,36,77361,3,49,75,No
EMP2326,HR,38,71741,1,39,75,No
EMP2327,IT,27,107933,2,41,76,No
EMP2328,Operations,25,92209,9,43,82,Yes
EMP2329,HR,28,88738,10,34,72,No
EMP2330,Sales,28,103454,1,58,100,No
EMP2331,IT,21,116523,4,32,72,No
EMP2332,Marketing,38,78777,1,52,61,No
EMP2333,IT,34,109299,3,42,73,No
EMP2334,R&D,47,123849,6,30,72,No
EMP2335,Finance,38,87949,10,53,53,No
EMP2336,Sales,36,96981,15,55,77,No
EMP2337,HR,57,88393,14,47,88,No
EMP2338,HR,39,85698,12,32,70,No
EMP2339,R&D,55,122027,6,41,68,No
EMP2340,Operations,43,91056,14,35,65,No
EMP2341,R&D,43,130802,10,34,82,No
EMP2342,Support,44,80265,14,32,56,Yes
EMP2343,IT,42,119769,12,50,55,No
EMP2344,HR,42,99135,17,59,79,No
EMP2345,IT,59,120494,11,47,61,No
EMP2346,IT,34,122091,13,32,60,No
EMP2347,Finance,53,103423,18,31,59,No
EMP2348,IT,35,112665,11,45,73,No
EMP2349,Operations,56,90853,13,46,68,No
EMP2350,Support,27,76899,8,50,65,No
EMP2351,Sales,21,101583,17,55,80,No
EMP2352,Marketing,36,103770,13,39,79,Yes
EMP2353,Finance,33,89242,1,30,80,No
EMP2354,Finance,25,109981,9,44,76,Yes
EMP2355,Operations,46,72442,1,52,66,No
EMP2356,Support,60,88438,19,59,68,No
EMP2357,HR,52,76429,2,45,73,No
EMP2358,Support,55,77031,4,43,77,No
EMP2359,Operations,52,88841,1,42,88,Yes
EMP2360,Marketing,55,81920,3,32,78,No
EMP2361,Finance,50,103388,13,53,66,Yes
EMP2362,Marketing,56,105855,15,36,88,Yes
EMP2363,HR,29,93645,19,57,73,No
EMP2364,IT,50,117257,9,52,72,No
EMP2365,HR,37,99082,19,33,70,No
EMP2366,IT,23,110779,10,49,61,No
EMP2367,IT,25,118659,7,45,73,No
EMP2368,IT,45,103642,2,39,75,No
EMP2369,R&D,35,124763,15,55,66,Yes
EMP2370,IT,59,119127,19,30,49,No
EMP2371,Support,22,80292,17,58,69,No
EMP2372,HR,38,85952,14,47,59,No
EMP2373,Finance,26,104125,9,58,85,Yes
EMP2374,Sales,29,84304,4,30,71,Yes
EMP2375,IT,33,124409,15,51,86,Yes
EMP2376,IT,58,123869,14,33,74,Yes
EMP2377,Sales,30,95992,10,34,74,Yes
EMP2378,HR,28,83806,17,51,63,No
EMP2379,HR,40,89377,5,40,95,Yes
